Id,CreationDate,Score,ViewCount,Tags,AnswerCount,FavoriteCount
"54498","2019-06-25 21:39:09","0","4125","<deep-learning><keras><deep-network><implementation>","2",""
"54507","2019-06-26 02:06:19","2","3699","<machine-learning><deep-learning><dataset><image-classification><computer-vision>","2",""
"54508","2019-06-26 02:22:34","1","25","<svm>","1",""
"54510","2019-06-26 05:06:18","1","67","<seaborn>","0",""
"54511","2019-06-26 05:36:51","0","1345","<deep-learning><keras>","0",""
"54513","2019-06-26 06:05:38","2","115","<deep-learning><bayesian><monte-carlo>","1",""
"54515","2019-06-26 06:30:32","1","68","<machine-learning><python><classification><model-selection><classifier>","1",""
"54516","2019-06-26 06:56:04","0","70","<python><pandas><dataframe><bioinformatics>","0",""
"54517","2019-06-26 07:08:48","0","43","<classification><nlp><word2vec><word-embeddings><text>","1","1"
"64563","2019-12-10 14:13:06","0","43","<nlp><allennlp>","0",""
"64564","2019-12-10 14:26:40","0","736","<machine-learning><cnn><image-classification>","2",""
"64568","2019-12-10 15:29:25","0","51","<image-classification><sagemaker>","0",""
"64570","2019-12-10 15:46:39","0","587","<python><scikit-learn><k-nn><math>","1",""
"64575","2019-12-10 16:18:51","0","22","<sequential-pattern-mining>","0",""
"64576","2019-12-10 16:38:12","0","10","<clustering><autoencoder><embeddings>","0",""
"64577","2019-12-10 16:46:33","0","98","<keras><tensorflow><convnet>","1",""
"64578","2019-12-10 17:14:49","1","144","<machine-learning><text-mining>","2",""
"64579","2019-12-10 17:38:33","0","24","<sentiment-analysis><twitter>","1",""
"64581","2019-12-10 18:22:36","0","33","<python><unsupervised-learning><anomaly-detection><h2o>","0",""
"64582","2019-12-10 18:26:30","1","55","<object-recognition><ocr>","1","2"
"64583","2019-12-10 18:31:43","8","404","<deep-learning><bert><finetuning>","1","1"
"64584","2019-12-10 18:40:53","1","50","<machine-learning><clustering><unsupervised-learning>","0",""
"64586","2019-12-10 18:56:23","1","42","<clustering><unsupervised-learning>","2",""
"64588","2019-12-10 19:02:53","1","108","<keras><r><word-embeddings>","0",""
"64591","2019-12-10 19:25:42","2","158","<scikit-learn><clustering><algorithms>","2",""
"64592","2019-12-10 19:28:02","2","78","<python><deep-learning><accuracy>","1",""
"64594","2019-12-10 19:54:04","0","158","<keras><tensorflow><rnn>","0",""
"64596","2019-12-10 21:08:40","0","45","<python><pandas><seaborn>","0",""
"64601","2019-12-10 23:07:24","2","39","<reinforcement-learning><policy-gradients>","1","1"
"64602","2019-12-11 00:45:55","0","51","<machine-learning><keras><tensorflow><predictive-modeling><lstm>","0","0"
"64608","2019-12-11 05:20:27","1","737","<machine-learning><python><time-series><rnn><overfitting>","2",""
"64613","2019-12-11 07:27:44","0","139","<neural-network><deep-learning><loss-function><epochs>","2",""
"64617","2019-12-11 08:17:16","0","37","<time-series><data-mining><predictive-modeling><statistics><feature-engineering>","1",""
"64619","2019-12-11 08:44:38","1","8","<python><object-detection><ocr>","0","1"
"64620","2019-12-11 08:45:23","0","30","<scikit-learn><image-classification><k-means><geospatial>","1",""
"64622","2019-12-11 09:26:56","0","30","<machine-learning><python><deep-learning><tensorflow><gpu>","0",""
"64623","2019-12-11 09:27:05","1","52","<python><scikit-learn><dataset><svm>","2",""
"64626","2019-12-11 09:44:14","3","171","<machine-learning><regression>","2","1"
"64630","2019-12-11 10:26:06","1","174","<data><feature-engineering><encoding>","2",""
"64631","2019-12-11 10:32:55","2","40","<time-series><rnn><recurrent-neural-net>","1","1"
"64637","2019-12-11 11:00:52","1","1671","<classification><keras>","1",""
"64645","2019-12-11 12:32:05","0","9","<deep-learning>","0",""
"64646","2019-12-11 12:52:16","1","33","<dataset><imbalanced-learn>","1","1"
"64648","2019-12-11 14:03:34","2","48","<machine-learning><reinforcement-learning><gradient-descent><policy-gradients><derivation>","0",""
"64649","2019-12-11 14:14:46","2","30","<machine-learning><dataset><feature-selection><feature-engineering><data-analysis>","1",""
"64651","2019-12-11 14:17:50","2","209","<nlp><dataset>","1",""
"64658","2019-12-11 16:13:37","2","29","<nlp><r><cross-validation><naive-bayes-classifier>","0",""
"64659","2019-12-11 16:22:26","0","19","<python><tensorflow><transformer>","1",""
"64660","2019-12-11 16:35:23","1","23","<python><pandas><data><dataframe>","1","1"
"64664","2019-12-11 18:52:51","1","27","<machine-learning><python><time-series><regression>","0",""
"64668","2019-12-11 23:10:15","2","16","<machine-learning><feature-selection><random-forest><feature-engineering>","1","1"
"64675","2019-12-12 06:22:26","0","35","<visualization>","2",""
"64681","2019-12-12 09:25:07","0","16","<kaggle><competitions>","1",""
"64683","2019-12-12 09:36:25","0","53","<rnn><autoencoder><learning>","2",""
"64684","2019-12-12 09:39:29","0","308","<nlp><bert><text-generation>","1",""
"64685","2019-12-12 10:21:52","1","30","<nlp>","1",""
"64690","2019-12-12 10:31:59","0","479","<machine-learning><neural-network><cnn>","0",""
"64692","2019-12-12 11:15:25","2","14","<databases><privacy>","1",""
"64693","2019-12-12 11:46:57","0","14","<feature-engineering>","1",""
"64694","2019-12-12 11:47:54","-1","541","<python><scikit-learn><multiclass-classification><accuracy><metric>","1",""
"64697","2019-12-12 12:31:28","0","124","<neural-network><keras><evaluation>","0",""
"64699","2019-12-12 12:43:29","0","14","<python><pandas><numpy>","0",""
"64700","2019-12-12 12:44:31","0","92","<keras><tensorflow>","1",""
"64701","2019-12-12 12:49:57","1","275","<data-analysis><scoring>","1",""
"64702","2019-12-12 13:06:51","0","107","<neural-network><deep-learning><keras><tensorflow><xgboost>","0",""
"64703","2019-12-12 14:13:09","1","33","<deep-learning><machine-translation>","1",""
"64704","2019-12-12 14:18:54","1","52","<neural-network><r><hyperparameter><hyperparameter-tuning>","1",""
"64706","2019-12-12 14:30:36","1","138","<classification><class-imbalance><binary>","2",""
"64707","2019-12-12 14:46:34","2","202","<recommender-system><apache-spark><evaluation><pyspark><metric>","1","1"
"64708","2019-12-12 14:59:21","1","25","<neural-network><activation-function>","0",""
"64712","2019-12-12 16:02:57","0","36","<geospatial>","2",""
"64713","2019-12-12 16:06:38","0","51","<python><clustering><k-means><pca>","1",""
"64714","2019-12-12 17:03:11","5","153","<nlp><word-embeddings><topic-model>","1",""
"64717","2019-12-12 19:15:56","1","54","<deep-learning><loss-function><autoencoder>","2",""
"64718","2019-12-12 19:19:57","0","58","<machine-learning><neural-network><cnn><image-classification><confusion-matrix>","0",""
"64719","2019-12-12 20:00:42","2","98","<machine-learning><python><regression><forecasting><arima>","0","1"
"64722","2019-12-12 21:21:58","0","84","<machine-learning><r><regression>","1",""
"64723","2019-12-12 21:43:35","0","34","<machine-learning><cross-validation>","1",""
"64724","2019-12-12 22:15:31","1","10","<dataset><finance><annotation>","0",""
"64731","2019-12-13 00:29:31","0","1807","<python><logistic-regression><error-handling>","0",""
"64732","2019-12-13 00:50:48","2","103","<machine-learning><python><normalization><batch-normalization>","1","1"
"64739","2019-12-13 04:04:52","0","32","<python><dataframe><math>","1",""
"64742","2019-12-13 06:26:22","-2","109","<machine-learning><deep-learning><keras><data-mining>","1",""
"64743","2019-12-13 07:01:46","1","801","<machine-learning><deep-learning><spacy>","1",""
"64745","2019-12-13 07:18:57","2","51","<python><adaboost>","0",""
"64746","2019-12-13 07:39:13","2","55","<neural-network><backpropagation><softmax>","1",""
"64750","2019-12-13 08:26:35","0","23","<python>","2",""
"64751","2019-12-13 08:39:36","0","28","<machine-learning><deep-learning><classification><tensorflow><multilabel-classification>","1",""
"64752","2019-12-13 08:44:18","0","8","<statistics><feature-extraction><descriptive-statistics>","0",""
"64754","2019-12-13 09:42:49","0","25","<visualization>","0",""
"64755","2019-12-13 10:03:01","1","18","<regression><correlation><mutual-information>","1",""
"64756","2019-12-13 10:11:27","2","203","<machine-learning><deep-learning><data-mining><dataset><predictive-modeling>","2","2"
"64762","2019-12-13 11:57:48","1","98","<machine-learning><neural-network><keras><time-series><cross-validation>","0",""
"64763","2019-12-13 12:01:14","0","16","<statistics><data-science-model><bayesian><frequentist>","0",""
"64764","2019-12-13 12:15:59","14","1966","<machine-learning><data-product>","7","6"
"64765","2019-12-13 12:21:03","0","30","<deep-learning><training><computer-vision><object-detection>","0",""
"64766","2019-12-13 12:27:03","0","164","<machine-learning><scikit-learn>","0",""
"64767","2019-12-13 12:41:32","2","154","<machine-learning><cross-validation><hyperparameter-tuning>","1",""
"64769","2019-12-13 12:54:29","0","804","<deep-learning><time-series><regression><lstm>","1",""
"64770","2019-12-13 13:41:16","1","583","<machine-learning><data-mining><predictive-modeling><feature-selection><cross-validation>","1",""
"64772","2019-12-13 13:49:15","1","28","<machine-learning><neural-network><cnn><transfer-learning>","0",""
"64773","2019-12-13 13:51:02","1","203","<r>","1",""
"64775","2019-12-13 14:49:27","2","32","<keras>","0",""
"54529","2019-06-26 09:27:10","1","60","<python><pandas><ipython>","1",""
"54534","2019-06-26 10:54:56","0","25","<image>","2",""
"54535","2019-06-26 11:43:34","0","40","<machine-learning><project-planning>","1",""
"54536","2019-06-26 11:47:44","1","117","<deep-learning><convolution><backpropagation>","1",""
"54540","2019-06-26 12:36:05","1","37","<neural-network><deep-learning>","2","1"
"54542","2019-06-26 13:06:27","1","235","<python><dropout>","0",""
"54546","2019-06-26 14:09:13","2","40","<machine-learning><python><neural-network><deep-learning><transfer-learning>","2",""
"54548","2019-06-26 14:32:49","6","3098","<neural-network><deep-learning><faster-rcnn><vgg16>","2","1"
"54549","2019-06-26 15:46:45","3","2072","<python><tensorflow><lstm><rnn>","1","1"
"54550","2019-06-26 15:48:44","4","427","<gridsearchcv><colab>","1",""
"54558","2019-06-26 15:12:20","1","73","<math><machine-learning><statistics>","0",""
"54564","2019-06-26 18:40:26","0","180","<nlp><word-embeddings><missing-data><text><embeddings>","1",""
"54570","2019-06-26 19:15:13","2","136","<algorithms><supervised-learning><search>","1",""
"54574","2019-06-26 20:26:41","2","94","<scikit-learn><machine-learning-model><supervised-learning><data-science-model>","2",""
"54576","2019-06-26 21:43:18","2","180","<recommender-system><matrix-factorisation>","1",""
"54577","2019-06-26 21:59:42","0","2219","<pandas><dataframe>","1",""
"54590","2019-06-27 04:41:01","1","9065","<python><pandas>","2",""
"54593","2019-06-27 06:08:48","0","115","<python><nltk><named-entity-recognition>","1",""
"54594","2019-06-27 06:25:59","0","285","<python><scikit-learn><pandas><ranking>","1",""
"54597","2019-06-27 07:50:02","1","56","<python><pytorch>","1",""
"54601","2019-06-27 08:59:43","2","1301","<machine-learning><deep-learning><image-classification>","5",""
"54602","2019-06-27 09:16:10","0","350","<python><data-mining><pca><dimensionality-reduction><variance>","1",""
"54612","2019-06-27 10:51:32","2","226","<xgboost><marketing>","1",""
"54617","2019-06-27 13:39:25","2","1561","<machine-learning><python><pandas>","1","0"
"54618","2019-06-27 13:43:07","0","352","<neural-network><tensorflow><convolution><autoencoder>","1",""
"54620","2019-06-27 14:12:36","0","2612","<pytorch><batch-normalization>","2",""
"54626","2019-06-27 15:20:43","1","23","<neural-network><deep-learning><keras><cnn><gan>","0",""
"54628","2019-06-27 15:29:59","2","244","<machine-learning><classification><performance>","1",""
"54629","2019-06-27 15:42:55","1","167","<machine-learning><python><keras><training><plotting>","2",""
"54630","2019-06-27 15:44:03","1","75","<classification><time-series><lstm><survival-analysis>","0",""
"54633","2019-06-27 16:12:46","0","878","<dataset><statistics><visualization><k-means><normalization>","2",""
"54635","2019-06-27 17:28:48","0","34","<machine-learning><data-mining><linear-regression><scraping>","1",""
"54640","2019-06-27 18:44:07","1","28","<r><graphs>","0","1"
"54642","2019-06-27 19:41:58","1","56","<classification><dataset>","0","1"
"54643","2019-06-27 20:16:02","0","132","<machine-learning><neural-network><machine-learning-model>","0",""
"54651","2019-06-28 03:54:22","0","94","<classification><data-mining><dataset>","2",""
"54652","2019-06-28 04:23:56","1","101","<gradient-descent><distributed><parallel><mathematics>","0",""
"54654","2019-06-28 05:44:00","0","57","<machine-learning><python><classification><scikit-learn>","1",""
"54657","2019-06-28 06:24:15","0","441","<neural-network><deep-learning><lstm><svm><svr>","2",""
"54663","2019-06-28 07:30:42","2","14","<scikit-learn><svm><feature-extraction><transfer-learning><inception>","0",""
"54664","2019-06-28 07:35:13","3","122","<deep-learning><pca><linear-algebra>","1","1"
"43363","2019-01-01 03:53:02","0","36","<machine-learning><nlp>","1",""
"43366","2019-01-01 06:02:07","3","56","<deep-learning><convnet><image-classification>","1","1"
"43367","2019-01-01 06:16:26","0","24","<scikit-learn><tensorflow><scipy>","1",""
"43370","2019-01-01 10:06:03","2","37","<classification>","0",""
"43374","2019-01-01 13:18:02","3","38","<deep-learning><time-series><cnn><convolution>","1",""
"43375","2019-01-01 13:24:28","3","175","<machine-learning><dataset><dimensionality-reduction>","1",""
"43376","2019-01-01 14:19:59","4","1546","<machine-learning><python><xgboost>","1","1"
"43380","2019-01-01 19:15:29","1","142","<python><neural-network><keras><tensorflow>","1",""
"43381","2019-01-01 19:16:04","1","280","<machine-learning><homework>","0",""
"43385","2019-01-01 23:12:57","0","40","<optimization><theory>","1",""
"43386","2019-01-02 00:11:53","1","438","<machine-learning><sql><fuzzy-logic><evolutionary-algorithms>","1",""
"43392","2019-01-02 06:12:45","-1","125","<clustering><reference-request><terminology>","1",""
"43393","2019-01-02 09:20:02","1","23","<gaussian>","0",""
"43395","2019-01-02 12:20:38","1","61","<classification><class-imbalance><audio-recognition>","1",""
"43396","2019-01-02 12:54:11","1","30","<deep-learning><lstm><text-generation>","0",""
"43397","2019-01-02 13:09:28","0","627","<neural-network><categorical-data>","2","2"
"43400","2019-01-02 17:13:28","1","145","<predictive-modeling><labels>","0",""
"43401","2019-01-02 17:41:42","2","76","<feature-selection><svm>","0",""
"43404","2019-01-02 19:23:46","1","120","<feature-selection><random-forest><feature-engineering>","1",""
"43405","2019-01-02 20:13:27","1","188","<machine-learning><neural-network><training><optimization>","1",""
"43408","2019-01-02 23:15:37","0","98","<tensorflow><programming>","1",""
"43413","2019-01-03 03:08:26","0","285","<deep-learning><nlp><embeddings><deep-network>","1",""
"43416","2019-01-03 07:04:56","1","1300","<lstm><feature-scaling>","1",""
"64777","2019-12-13 15:38:04","2","94","<cross-validation><ensemble-modeling><hyperparameter>","2","1"
"64778","2019-12-13 15:42:05","0","29","<python><svm><optimization>","0",""
"64779","2019-12-13 16:21:38","2","58","<machine-learning><time-series><feature-selection><aggregation>","1",""
"64780","2019-12-13 16:40:47","0","287","<machine-learning><neural-network><keras><cnn>","0",""
"64782","2019-12-13 17:23:20","1","64","<machine-learning><neural-network><cnn><image-classification>","0",""
"64783","2019-12-13 18:10:19","0","14","<beginner>","0",""
"64786","2019-12-13 18:53:55","1","43","<machine-learning><time-series><unsupervised-learning><distribution>","1",""
"64787","2019-12-13 19:00:54","3","47","<deep-learning><predictive-modeling><accuracy><efficiency>","1",""
"64790","2019-12-13 19:37:04","0","41","<machine-learning><neural-network><deep-learning><cnn><image-classification>","1",""
"64791","2019-12-13 19:42:25","0","20","<machine-learning><reinforcement-learning><pytorch>","0",""
"64795","2019-12-13 20:21:09","0","27","<machine-learning><deep-learning><data-mining><dataset><data-cleaning>","2",""
"64796","2019-12-13 20:23:25","1","563","<linear-regression><xgboost>","1","1"
"64800","2019-12-13 21:26:04","1","25","<machine-learning><neural-network><cnn><image-classification><colab>","1",""
"64811","2019-12-14 04:29:27","1","40","<automl>","0",""
"64812","2019-12-14 06:00:05","0","124","<deep-learning><gpu><google-cloud>","0","1"
"64814","2019-12-14 07:01:22","0","8","<optimization><correlation><math><simulation><multivariate-distribution>","0",""
"64817","2019-12-14 07:14:42","0","32","<r>","1",""
"64819","2019-12-14 07:56:48","0","41","<machine-learning><feature-engineering><data-science-model>","0",""
"64820","2019-12-14 08:13:22","0","41","<machine-learning><neural-network><cnn><image-classification>","0",""
"64821","2019-12-14 08:26:30","0","327","<python><statistics><numpy>","1",""
"64823","2019-12-14 09:43:59","-1","69","<machine-learning><clustering><lstm><bigdata><geospatial>","1",""
"64827","2019-12-14 12:15:21","1","145","<attention-mechanism>","1","1"
"54670","2019-06-28 09:10:13","1","609","<neural-network><deep-learning><keras>","1",""
"54671","2019-06-28 09:14:42","1","203","<deep-learning><nlp><preprocessing><text>","2","1"
"54673","2019-06-28 09:32:45","0","20","<deep-learning><3d-reconstruction>","0",""
"54675","2019-06-28 09:39:51","2","142","<scikit-learn><decision-trees><outlier>","1",""
"54676","2019-06-28 09:40:46","1","158","<jupyter>","1",""
"54678","2019-06-28 09:50:45","0","1330","<deep-learning><keras><tensorflow><loss-function>","0",""
"54681","2019-06-28 10:34:41","3","266","<python><gan><object-detection><generative-models>","1","2"
"54682","2019-06-28 11:19:06","1","114","<neural-network>","1",""
"54684","2019-06-28 12:28:58","4","202","<machine-learning><scikit-learn><regression><decision-trees>","3","2"
"54686","2019-06-28 13:16:12","2","6336","<python><time-series>","2","1"
"54689","2019-06-28 13:28:42","0","37","<machine-learning><python><scikit-learn><data-science-model>","3",""
"54690","2019-06-28 13:39:01","1","112","<class-imbalance><smote><imbalanced-learn><smotenc>","0","1"
"54692","2019-06-28 14:00:01","0","44","<machine-learning><python><scikit-learn><gensim>","0",""
"54694","2019-06-28 14:06:40","0","35","<keras><dataset>","1","0"
"54698","2019-06-28 14:53:22","1","26","<scikit-learn>","1",""
"54701","2019-06-28 15:41:59","1","41","<math><mathematics>","1","1"
"54702","2019-06-28 15:44:13","1","37","<machine-learning><python><classification><regression><machine-learning-model>","2",""
"54707","2019-06-28 16:51:31","2","171","<machine-learning><nlp>","2",""
"54708","2019-06-28 17:01:25","1","127","<reinforcement-learning>","1",""
"54711","2019-06-28 18:13:11","1","18","<python><nlp>","0",""
"54721","2019-06-28 20:59:53","0","32","<reinforcement-learning><markov-process>","1",""
"54723","2019-06-28 22:20:32","1","44","<machine-learning><nlp><text-mining>","1",""
"54726","2019-06-28 23:19:53","2","32","<machine-learning><deep-learning><time-series><algorithms><supervised-learning>","0","1"
"54727","2019-06-29 00:08:45","0","32","<cnn><feature-map>","1",""
"54731","2019-06-29 04:40:54","2","91","<neural-network>","1",""
"54735","2019-06-29 09:36:08","0","70","<neural-network><keras><gan><object-detection><generative-models>","1",""
"43422","2019-01-03 10:06:09","0","67","<machine-learning><data><churn>","1","1"
"43423","2019-01-03 10:10:07","1","41","<machine-learning><predictive-modeling><accuracy>","1",""
"43425","2019-01-03 10:34:20","1","141","<python><pandas>","1",""
"43433","2019-01-03 15:16:26","0","187","<r><bigdata><data><data-cleaning>","1",""
"43436","2019-01-03 15:51:14","1","613","<machine-learning><python><multiclass-classification>","2",""
"43438","2019-01-03 16:32:26","2","165","<machine-learning><scikit-learn><predictive-modeling><overfitting>","0",""
"43439","2019-01-03 16:56:31","0","3436","<machine-learning><python><pandas><dataframe>","2",""
"43444","2019-01-03 17:55:45","3","599","<feature-selection><decision-trees><feature-engineering><feature-construction>","3",""
"43447","2019-01-03 19:10:53","1","661","<word2vec><activation-function>","2",""
"43450","2019-01-03 20:30:12","5","198","<machine-learning><python><cost-function>","2","5"
"43451","2019-01-03 21:07:05","2","452","<pytorch><gpu><google><colab>","0",""
"43455","2019-01-03 22:42:20","0","118","<orange>","1",""
"43456","2019-01-03 23:07:56","0","338","<statistics><tsne>","1",""
"43457","2019-01-03 23:56:47","2","1427","<machine-learning><keras><tensorflow><time-series><cnn>","2",""
"43459","2019-01-04 00:06:38","0","490","<convnet>","1",""
"43461","2019-01-04 00:42:42","1","146","<machine-learning><time-series><feature-engineering><data-leakage>","1",""
"43463","2019-01-04 06:03:52","3","1419","<machine-learning><deep-learning><keras><cnn><image-classification>","1",""
"43465","2019-01-04 06:56:12","0","226","<neural-network><deep-learning><nlp><dataset>","1",""
"43467","2019-01-04 07:15:05","1","70","<neural-network><logistic-regression><recurrent-neural-net><sequential-pattern-mining><mini-batch-gradient-descent>","0",""
"43469","2019-01-04 09:30:33","2","97","<machine-learning><r>","1",""
"43471","2019-01-04 10:26:10","5","493","<neural-network><classification><overfitting>","3","1"
"43479","2019-01-04 12:41:36","2","3056","<machine-learning><deep-learning><keras>","2",""
"43483","2019-01-04 13:43:48","2","135","<data-mining><statistics><probability><data-science-model><data-analysis>","2",""
"43485","2019-01-04 14:02:00","0","554","<machine-learning><decision-trees><feature-extraction>","1",""
"64829","2019-12-14 12:30:50","1","15670","<machine-learning><neural-network><cnn><pandas><image-classification>","1",""
"64831","2019-12-14 13:46:38","0","44","<classification><cnn>","0",""
"64834","2019-12-14 15:41:02","1","44","<convnet><overfitting><hyperparameter-tuning><grid-search><gridsearchcv>","1",""
"64835","2019-12-14 17:17:29","3","68","<machine-learning><evaluation><model-selection><plotting>","2",""
"64836","2019-12-14 17:23:50","1","128","<machine-learning><neural-network><cnn><transfer-learning>","1",""
"64840","2019-12-14 19:07:28","2","38","<machine-learning><neural-network><deep-learning><reinforcement-learning><q-learning>","0",""
"64841","2019-12-14 20:01:21","0","22","<machine-learning><python><random-forest><linear-regression><ensemble-modeling>","0",""
"64844","2019-12-14 20:21:42","0","137","<keras><tensorflow><accuracy>","1",""
"64845","2019-12-14 20:31:13","0","55","<software-recommendation><julia>","0",""
"64846","2019-12-14 20:33:02","1","25","<classification>","0",""
"64847","2019-12-14 20:44:16","1","29","<machine-learning><deep-learning><keras><overfitting>","0",""
"64851","2019-12-15 00:02:21","1","298","<cnn><batch-normalization><mini-batch-gradient-descent>","1",""
"64852","2019-12-15 00:28:11","2","18","<machine-learning><ensemble-modeling>","1",""
"64855","2019-12-15 04:47:00","0","1783","<python><pandas>","3",""
"64856","2019-12-15 05:28:25","1","179","<machine-learning><data-mining><predictive-modeling><feature-selection><feature-engineering>","1",""
"64859","2019-12-15 07:42:58","2","44","<machine-learning><python><neural-network><classification><dataset>","1",""
"64861","2019-12-15 09:33:33","0","140","<machine-learning><plotting><seaborn><heatmap>","1",""
"64867","2019-12-15 10:54:08","0","197","<machine-learning><python><deep-learning><keras><fastai>","0",""
"64870","2019-12-15 12:24:55","1","1610","<python><spyder>","1",""
"64871","2019-12-15 12:45:54","1","243","<machine-learning><deep-learning><data-mining><predictive-modeling><evaluation>","1",""
"64872","2019-12-15 13:09:24","0","36","<machine-learning><neural-network><convnet><feature-engineering><feature-extraction>","2",""
"64873","2019-12-15 13:18:28","0","16","<data><sports>","0",""
"64875","2019-12-15 13:31:36","0","56","<machine-learning><neural-network><cnn><image-classification><regularization>","0",""
"64877","2019-12-15 14:07:37","2","1983","<python>","1","1"
"64878","2019-12-15 14:31:20","1","121","<machine-learning><data-mining><predictive-modeling><feature-selection><feature-engineering>","1",""
"64880","2019-12-15 15:13:38","2","1775","<colab>","0",""
"64881","2019-12-15 15:58:08","0","44","<pytorch><autoencoder>","0",""
"64883","2019-12-15 17:12:05","0","136","<keras><word-embeddings><natural-language-process><ensemble-modeling><gensim>","1",""
"64885","2019-12-15 17:24:41","0","473","<scikit-learn><feature-selection><decision-trees>","1",""
"64886","2019-12-15 18:49:41","0","40","<machine-learning><neural-network><r><xgboost><hyperparameter>","0",""
"64887","2019-12-15 19:40:20","1","13","<python><neural-network><backpropagation><math><matrix>","0",""
"64889","2019-12-15 20:13:49","1","22","<machine-learning><neural-network>","1",""
"64891","2019-12-16 00:04:14","1","43","<machine-learning><nlp>","0",""
"64895","2019-12-16 01:21:36","0","26","<python><deep-learning><pytorch><gpu><jupyter>","0",""
"64897","2019-12-16 03:24:51","0","94","<machine-learning><python><neural-network><keras><cross-validation>","0",""
"64899","2019-12-16 04:33:00","1","188","<reinforcement-learning>","0",""
"64900","2019-12-16 05:27:00","0","49","<k-means><pyspark><online-learning>","1",""
"64901","2019-12-16 05:27:29","0","19","<machine-learning>","0",""
"64905","2019-12-16 07:28:45","0","150","<feature-selection><random-forest><machine-learning-model>","1",""
"64906","2019-12-16 07:34:53","0","69","<machine-learning><deep-learning><predictive-modeling><feature-selection><feature-engineering>","1",""
"64907","2019-12-16 07:59:10","0","27","<dataset>","0",""
"64910","2019-12-16 08:18:46","2","72","<python><classification><class-imbalance>","1",""
"64912","2019-12-16 10:07:54","0","35","<scikit-learn><text-mining><recommender-system><tfidf>","1",""
"64915","2019-12-16 10:36:46","0","30","<machine-learning><training><loss-function><accuracy>","0","2"
"64918","2019-12-16 11:10:58","0","10","<dataset><regression><feature-selection><logistic-regression>","0",""
"64921","2019-12-16 11:50:15","1","406","<regression><pandas><feature-engineering><normalization><feature-scaling>","2","2"
"54738","2019-06-29 11:15:57","1","74","<machine-learning><neural-network><backpropagation>","0","1"
"54739","2019-06-29 11:16:07","4","95","<python><similar-documents><data-wrangling>","1",""
"54742","2019-06-29 12:50:41","1","256","<python><keras><scikit-learn><cross-validation><hyperparameter-tuning>","0","0"
"54747","2019-06-29 17:43:52","0","4212","<dataset><pandas><data-cleaning><dataframe>","1","1"
"54748","2019-06-29 18:28:34","2","503","<nlp><xgboost><prediction><performance>","1","1"
"54749","2019-06-29 18:42:25","1","22","<nlp>","0",""
